"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ESP","Spain","2012","2012",1311000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ESP","Spain","2013","2013",1294000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ESP","Spain","2014","2014",1331100,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ESP","Spain","2015","2015",1355800,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ESP","Spain","2016","2016",1401900,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ESP","Spain","2017","2017",1442000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ESP","Spain","2018","2018",1460700,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2000","2000",718000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2001","2001",717000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2002","2002",732000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2003","2003",731000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2004","2004",733000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2005","2005",731000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2006","2006",730000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2007","2007",743000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2008","2008",745000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2009","2009",741000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2010","2010",738000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2011","2011",753000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2012","2012",750000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2013","2013",763000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2014","2014",780000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2015","2015",811000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2016","2016",847000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2017","2017",844000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2000","2000",417546.39,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2001","2001",423113.89,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2002","2002",431469.27,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2003","2003",446603.73,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2004","2004",454744.16,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2005","2005",467486.37,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2006","2006",477741.77,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2007","2007",485468.13,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2008","2008",502089.6,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2009","2009",517543.44,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2010","2010",528334.36,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2011","2011",553163.69,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2012","2012",576802.88,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2013","2013",594702.27,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2014","2014",609755.75,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2015","2015",637394.81,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2016","2016",665537.53,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2017","2017",682043.3,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2018","2018",697743.19,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2019","2019",712295.56,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","TUR","Turkey","2009","2009",590650,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","TUR","Turkey","2010","2010",590375,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","TUR","Turkey","2011","2011",692675,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","TUR","Turkey","2012","2012",807950,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","TUR","Turkey","2013","2013",858125,"B","Break"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","TUR","Turkey","2014","2014",973775,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","TUR","Turkey","2015","2015",1055950,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","TUR","Turkey","2016","2016",1123125,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","TUR","Turkey","2017","2017",1186600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","TUR","Turkey","2018","2018",1427275,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2000","2000",2783571,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2001","2001",2855006,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2002","2002",2935512,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2003","2003",3004800,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2004","2004",3128067,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2005","2005",3218932,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2006","2006",3305633,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2007","2007",3302988,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2008","2008",3383405,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2009","2009",3485992,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2010","2010",3642401,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2011","2011",3689673,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2012","2012",3710859,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2013","2013",3808592,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2014","2014",3837568,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2015","2015",3865802,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2016","2016",3882865,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2017","2017",3949061,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2018","2018",4031830,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2000","2000",14933000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2001","2001",15311000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2002","2002",15901000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2003","2003",16432000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2004","2004",16661000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2005","2005",16912000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2006","2006",17416000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2007","2007",17833000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2008","2008",18235000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2009","2009",18631000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2010","2010",18908000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2011","2011",18903000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2012","2012",19407000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2013","2013",19562000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2014","2014",19576000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2015","2015",20076000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2016","2016",20589000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2017","2017",20718000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2018","2018",21132000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHL","Chile","2010","2010",300956.5,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHL","Chile","2011","2011",322325.2,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHL","Chile","2012","2012",349335.72,"B","Break"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHL","Chile","2013","2013",348593.34,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHL","Chile","2014","2014",404569.52,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHL","Chile","2015","2015",427682.6,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHL","Chile","2016","2016",413827.78,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHL","Chile","2017","2017",445838.81,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHL","Chile","2018","2018",470448.8,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2000","2000",30050,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2001","2001",30710,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2002","2002",33590,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2003","2003",36140,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2004","2004",37130,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2005","2005",36740,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2006","2006",35580,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2007","2007",34130,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2008","2008",32990,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2009","2009",32490,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2010","2010",33800,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2011","2011",34120,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2012","2012",34820,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2013","2013",36040,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2014","2014",37650,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2015","2015",38590,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2016","2016",38400,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2017","2017",38920,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2018","2018",39390,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2000","2000",220564.72,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2001","2001",236364.71,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2002","2002",245301.88,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2003","2003",261828.66,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2004","2004",268349.57,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2005","2005",279183.47,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2006","2006",276298.27,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2007","2007",280329.67,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2008","2008",290201.27,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2009","2009",300678.26,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2010","2010",315583.21,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2011","2011",321488.4,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2012","2012",354507.48,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2013","2013",368747.75,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2014","2014",394799.64,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2015","2015",410433.93,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2016","2016",417031.44,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2017","2017",428022.02,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2018","2018",443203.6,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","RUS","Russia","2017","2017",4450300,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2000","2000",44012.57,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2001","2001",44819.23,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2002","2002",46028.35,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2003","2003",46987.7,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2004","2004",48156.44,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2005","2005",49487.83,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2006","2006",50219.28,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2007","2007",51018.26,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2008","2008",52373.25,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2009","2009",53616.55,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2010","2010",54797.85,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2011","2011",55898.38,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2012","2012",57453.17,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2013","2013",57681.16,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2014","2014",58148.06,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2015","2015",59355.86,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2016","2016",61681.27,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2017","2017",63656.32,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2018","2018",65515.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2000","2000",46.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2001","2001",46.79,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2002","2002",46.68,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2003","2003",48.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2004","2004",49.02,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2005","2005",52.62,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2006","2006",52.61,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2007","2007",52.87,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2008","2008",56.09,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2009","2009",55.82,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2010","2010",57.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2011","2011",59.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2012","2012",60.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2013","2013",59.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2014","2014",62.99,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2015","2015",65.84,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2016","2016",67.49,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUS","Australia","2017","2017",68,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2000","2000",37.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2001","2001",38.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2002","2002",39.76,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2003","2003",40.64,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2004","2004",41.42,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2005","2005",42.08,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2006","2006",43.16,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2007","2007",44.02,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2008","2008",44.95,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2009","2009",46.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2010","2010",47.86,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2011","2011",48.53,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2012","2012",49.19,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2013","2013",49.52,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2014","2014",49.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2015","2015",50.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2016","2016",51.09,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2017","2017",52.04,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","AUT","Austria","2018","2018",52.47,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2000","2000",39.11,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2001","2001",40.42,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2002","2002",41.28,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2003","2003",42.19,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2004","2004",43.04,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2005","2005",44.03,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2006","2006",44.76,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2007","2007",45.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2008","2008",46.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2009","2009",47.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2010","2010",48.55,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2011","2011",49.46,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2012","2012",50.28,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2013","2013",50.87,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2014","2014",51.55,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2015","2015",52.37,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2016","2016",53.44,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2017","2017",54.65,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","BEL","Belgium","2018","2018",55.36,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CAN","Canada","2000","2000",46.32,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CAN","Canada","2001","2001",46.99,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CAN","Canada","2002","2002",47.62,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CAN","Canada","2003","2003",48.63,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CAN","Canada","2004","2004",48.53,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CAN","Canada","2005","2005",48.57,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CAN","Canada","2006","2006",49.31,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CAN","Canada","2007","2007",50.39,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CAN","Canada","2008","2008",50.93,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CAN","Canada","2009","2009",51.68,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CAN","Canada","2010","2010",52.42,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CAN","Canada","2011","2011",52.94,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CAN","Canada","2012","2012",52.78,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CAN","Canada","2013","2013",52.93,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2000","2000",24.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2001","2001",25.31,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2002","2002",26.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2003","2003",26.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2004","2004",25.73,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2005","2005",26.66,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2006","2006",27.38,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2007","2007",27.55,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2008","2008",28.5,,
